Voltage_ch_1 ,Capacity_ch_1, Voltage_dch_1, Capacity_dch_1,Voltage_ch_2,Capacity_ch_2, Voltage_dch_2, Capacity_dch_2,Voltage_ch_3,Capacity_ch_3, Voltage_dch_3, Capacity_dch_3,Voltage_ch_4,Capacity_ch_4, Voltage_dch_4, Capacity_dch_4,Voltage_ch_5,Capacity_ch_5, Voltage_dch_5, Capacity_dch_5,Voltage_ch_6,Capacity_ch_6, Voltage_dch_6, Capacity_dch_6,Voltage_ch_7,Capacity_ch_7, Voltage_dch_7, Capacity_dch_7,Voltage_ch_8,Capacity_ch_8, Voltage_dch_8, Capacity_dch_8,Voltage_ch_9,Capacity_ch_9, Voltage_dch_9, Capacity_dch_9,Voltage_ch_10,Capacity_ch_10, Voltage_dch_10, Capacity_dch_10,Voltage_ch_11,Capacity_ch_11, Voltage_dch_11, Capacity_dch_11,Voltage_ch_12,Capacity_ch_12, Voltage_dch_12, Capacity_dch_12,Voltage_ch_13,Capacity_ch_13, Voltage_dch_13, Capacity_dch_13,Voltage_ch_14,Capacity_ch_14, Voltage_dch_14, Capacity_dch_14,Voltage_ch_15,Capacity_ch_15, Voltage_dch_15, Capacity_dch_15,Voltage_ch_16,Capacity_ch_16, Voltage_dch_16, Capacity_dch_16,Voltage_ch_17,Capacity_ch_17, Voltage_dch_17, Capacity_dch_17,Voltage_ch_18,Capacity_ch_18, Voltage_dch_18, Capacity_dch_18,Voltage_ch_19,Capacity_ch_19, Voltage_dch_19, Capacity_dch_19,Voltage_ch_20,Capacity_ch_20, Voltage_dch_20, Capacity_dch_20,Voltage_ch_21,Capacity_ch_21, Voltage_dch_21, Capacity_dch_21
3.4404,9.1018,3.1455,9.0992,3.4253,9.1021,3.1295,9.0994,3.4265,9.1025,3.1265,9.0997,3.4279,9.1025,3.1241,9.0998,3.4296,9.1031,3.1221,9.0996,3.4324,9.1033,3.1184,9.0995,3.4353,9.1036,3.1139,9.0993,3.4449,9.1038,3.1054,9.0988,3.4491,9.104,3.0992,9.0989,3.4569,9.1044,3.0896,9.0984,3.461,9.1043,3.0841,9.0986,3.4671,9.1046,3.0755,9.0981,3.4832,9.1049,3.0509,9.0971,3.4804,9.1048,3.0457,9.0977,3.4949,9.1049,3.032,9.0973,3.5427,9.1054,2.962,9.0957,3.5989,9.1053,2.8938,9.0965,3.682,9.1051,2.8068,9.097,3.8473,9.1057,2.2712,9.0955,,,,,,,,
3.4421,9.2102,3.1418,9.2076,3.4267,9.2105,3.1257,9.2077,3.428,9.2109,3.1231,9.208,3.4295,9.2108,3.1206,9.2082,3.4313,9.2115,3.1184,9.2079,3.4342,9.2117,3.1144,9.2079,3.4372,9.212,3.1094,9.2076,3.4472,9.2122,3.1003,9.2072,3.4516,9.2124,3.0934,9.2072,3.4596,9.2128,3.083,9.2067,3.4642,9.2127,3.0766,9.2069,3.4708,9.2129,3.0669,9.2064,3.4878,9.2133,3.0412,9.2054,3.4859,9.2132,3.0345,9.206,3.5015,9.2133,3.0197,9.2056,3.5535,9.2138,2.9464,9.204,3.6176,9.2137,2.871,9.2048,3.7075,9.2135,2.7702,9.2053,3.9002,9.1866,1.9981,9.159,,,,,,,,
3.4439,9.3185,3.1379,9.3159,3.4282,9.3189,3.1221,9.316,3.4296,9.3192,3.1196,9.3163,3.4312,9.3192,3.1168,9.3165,3.433,9.3199,3.1143,9.3163,3.4361,9.32,3.1097,9.3162,3.4393,9.3204,3.1042,9.3159,3.4497,9.3206,3.0945,9.3155,3.4544,9.3208,3.0866,9.3155,3.463,9.3212,3.0754,9.3151,3.4679,9.3211,3.0678,9.3153,3.4751,9.3213,3.0571,9.3148,3.4931,9.3217,3.0304,9.3137,3.4925,9.3216,3.0221,9.3143,3.5093,9.3217,3.0062,9.3139,3.566,9.3222,2.9294,9.3123,3.639,9.3221,2.8454,9.3131,3.7318,9.3219,2.7231,9.3136,,,,,,,,,,,,
3.4459,9.4269,3.1338,9.4242,3.4298,9.4272,3.1186,9.4244,3.4313,9.4276,3.1158,9.4247,3.433,9.4276,3.1126,9.4248,3.4349,9.4282,3.1095,9.4246,3.4381,9.4284,3.1043,9.4245,3.4416,9.4288,3.0979,9.4242,3.4523,9.429,3.0876,9.4238,3.4574,9.4292,3.0784,9.4238,3.4666,9.4296,3.0664,9.4234,3.4721,9.4295,3.0574,9.4236,3.4801,9.4297,3.0457,9.4231,3.4992,9.4301,3.0183,9.422,3.5003,9.43,3.0084,9.4226,3.5185,9.4301,2.9914,9.4222,3.5803,9.4306,2.9108,9.4206,3.663,9.4305,2.8159,9.4214,3.7547,9.4303,2.6583,9.4219,,,,,,,,,,,,
3.4482,9.5353,3.1295,9.5325,3.4315,9.5356,3.1148,9.5327,3.4332,9.536,3.1115,9.533,3.4349,9.5359,3.1077,9.5332,3.4369,9.5366,3.1036,9.5329,3.4404,9.5368,3.0973,9.5328,3.4442,9.5371,3.0897,9.5326,3.4553,9.5373,3.0793,9.5321,3.461,9.5375,3.0683,9.5322,3.4708,9.5379,3.0556,9.5317,3.477,9.5379,3.0454,9.5319,3.4859,9.5381,3.0328,9.5314,3.5065,9.5385,3.005,9.5303,3.5098,9.5384,2.9933,9.5309,3.5296,9.5385,2.9753,9.5305,3.5967,9.539,2.8903,9.5289,3.6895,9.5389,2.7807,9.5297,3.7782,9.5387,2.561,9.5302,,,,,,,,,,,,
3.4506,9.6436,3.125,9.6409,3.4333,9.6439,3.1107,9.641,3.4351,9.6443,3.1065,9.6413,3.4369,9.6443,3.1016,9.6415,3.4392,9.645,3.0957,9.6412,3.4429,9.6451,3.088,9.6412,3.447,9.6455,3.0791,9.6409,3.4588,9.6457,3.0689,9.6405,3.465,9.6459,3.0561,9.6405,3.4756,9.6463,3.043,9.64,3.4828,9.6463,3.0317,9.6402,3.4931,9.6465,3.0184,9.6397,3.5153,9.6469,2.9901,9.6387,3.5213,9.6468,2.9768,9.6393,3.5428,9.6469,2.9576,9.6388,3.6156,9.6474,2.8674,9.6372,3.7181,9.6473,2.7369,9.638,3.8078,9.6471,2.3884,9.6385,,,,,,,,,,,,
3.4531,9.752,3.1202,9.7492,3.4353,9.7523,3.106,9.7493,3.4373,9.7527,3.1003,9.7497,3.4393,9.7526,3.0933,9.7498,3.4418,9.7534,3.0852,9.7496,3.4459,9.7535,3.0761,9.7495,3.4504,9.7539,3.0662,9.7492,3.4627,9.7541,3.0564,9.7488,3.4698,9.7543,3.0421,9.7488,3.4814,9.7547,3.0289,9.7483,3.49,9.7546,3.0165,9.7485,3.502,9.7549,3.0026,9.748,3.5259,9.7553,2.9739,9.747,3.5353,9.7551,2.9589,9.7476,3.5584,9.7553,2.9384,9.7471,3.6374,9.7558,2.8416,9.7454,3.7469,9.7557,2.6805,9.7463,3.858,9.7555,1.9991,9.7349,,,,,,,,,,,,
3.4559,9.8603,3.1152,9.8575,3.4375,9.8607,3.1007,9.8577,3.4397,9.8611,3.092,9.858,3.442,9.861,3.0823,9.8581,3.4447,9.8617,3.0719,9.8579,3.4493,9.8619,3.0616,9.8578,3.4544,9.8623,3.0511,9.8575,3.4673,9.8625,3.0421,9.8571,3.4756,9.8627,3.0265,9.8571,3.4886,9.8631,3.0134,9.8566,3.499,9.863,3.0001,9.8569,3.513,9.8633,2.9856,9.8563,3.5387,9.8637,2.9562,9.8552,3.5519,9.8635,2.9394,9.8559,3.5767,9.8637,2.9172,9.8554,3.6617,9.8642,2.8118,9.8537,3.7746,9.864,2.6033,9.8546,3.9003,9.8082,,,,,,,,,,,,,,
3.4591,9.9687,3.11,9.9658,3.4399,9.969,3.094,9.966,3.4425,9.9694,3.0807,9.9663,3.4451,9.9694,3.0682,9.9665,3.4483,9.9701,3.0558,9.9662,3.4535,9.9702,3.0448,9.9661,3.4594,9.9707,3.034,9.9659,3.4731,9.9709,3.0259,9.9654,3.483,9.9711,3.0095,9.9654,3.4977,9.9715,2.9965,9.9649,3.5104,9.9714,2.9824,9.9652,3.5267,9.9717,2.9673,9.9646,3.5542,9.9721,2.9369,9.9635,3.5714,9.9719,2.9182,9.9642,3.598,9.9721,2.8939,9.9637,3.6887,9.9726,2.7769,9.962,3.8032,9.9724,2.4864,9.9628,,,,,,,,,,,,,,,,
3.4626,10.077,3.1047,10.0742,3.4427,10.0774,3.0852,10.0743,3.4457,10.0778,3.0664,10.0746,3.4489,10.0777,3.0517,10.0748,3.4527,10.0785,3.0378,10.0746,3.4589,10.0786,3.0263,10.0745,3.466,10.079,3.0154,10.0742,3.4807,10.0792,3.0081,10.0737,3.4928,10.0794,2.991,10.0738,3.5095,10.0799,2.9784,10.0733,3.5249,10.0798,2.9634,10.0735,3.5435,10.0801,2.9476,10.0729,3.5723,10.0805,2.9159,10.0719,3.5936,10.0803,2.8949,10.0725,3.6218,10.0804,2.8678,10.072,3.7175,10.081,2.7348,10.0703,3.8387,10.0808,2.2637,10.0711,,,,,,,,,,,,,,,,
3.4665,10.1854,3.0993,10.1825,3.4458,10.1857,3.0735,10.1827,3.4496,10.1861,3.0501,10.183,3.4536,10.1861,3.0337,10.1831,3.4585,10.1868,3.0187,10.1829,3.4663,10.187,3.0066,10.1828,3.4752,10.1874,2.9955,10.1825,3.4908,10.1876,2.989,10.1821,3.506,10.1878,2.9712,10.1821,3.5247,10.1883,2.9588,10.1816,3.5428,10.1882,2.9429,10.1818,3.5631,10.1884,2.9264,10.1812,3.5929,10.1889,2.8928,10.1802,3.6173,10.1887,2.8688,10.1808,3.6473,10.1888,2.8378,10.1803,3.7466,10.1894,2.6828,10.1786,3.9001,10.1798,1.9987,10.1303,,,,,,,,,,,,,,,,
3.471,10.2937,3.0939,10.2908,3.4496,10.2941,3.0592,10.291,3.4546,10.2945,3.0325,10.2913,3.46,10.2945,3.0149,10.2915,3.4666,10.2952,2.9989,10.2912,3.4768,10.2954,2.9861,10.2911,3.4883,10.2958,2.9746,10.2908,3.5046,10.296,2.9686,10.2904,3.5233,10.2962,2.9501,10.2904,3.5435,10.2966,2.938,10.2899,3.5634,10.2966,2.9211,10.2901,3.5847,10.2968,2.9033,10.2896,3.6156,10.2973,2.8665,10.2885,3.6417,10.2971,2.8388,10.2891,3.6739,10.2972,2.8023,10.2886,3.7731,10.2978,2.6153,10.2869,,,,,,,,,,,,,,,,,,,,
3.4761,10.4021,3.0884,10.3991,3.4543,10.4025,3.0432,10.3993,3.4611,10.4029,3.0141,10.3996,3.4688,10.4028,2.9953,10.3998,3.4782,10.4036,2.9783,10.3995,3.4915,10.4037,2.9648,10.3995,3.5055,10.4042,2.9526,10.3992,3.5223,10.4044,2.947,10.3987,3.544,10.4046,2.9276,10.3987,3.565,10.405,2.9155,10.3982,3.5859,10.405,2.8974,10.3984,3.6076,10.4052,2.8781,10.3979,3.6397,10.4056,2.8361,10.3968,3.6669,10.4055,2.8031,10.3974,3.7018,10.4056,2.759,10.3969,3.7951,10.4062,2.5221,10.3951,,,,,,,,,,,,,,,,,,,,
3.4821,10.5105,3.0828,10.5075,3.4602,10.5108,3.0261,10.5076,3.4704,10.5112,2.9951,10.508,3.4813,10.5112,2.9751,10.5081,3.4941,10.512,2.9571,10.5079,3.51,10.5121,2.9427,10.5078,3.5259,10.5125,2.9297,10.5075,3.543,10.5128,2.9241,10.507,3.5669,10.513,2.9035,10.507,3.5882,10.5134,2.8911,10.5065,3.6095,10.5133,2.8713,10.5068,3.6316,10.5136,2.8499,10.5062,3.665,10.514,2.7999,10.5051,3.694,10.5139,2.7592,10.5057,3.7318,10.514,2.7047,10.5052,3.8158,10.5146,2.3746,10.5034,,,,,,,,,,,,,,,,,,,,
3.4891,10.6188,3.0768,10.6158,3.4682,10.6192,3.0084,10.616,3.4835,10.6196,2.9755,10.6163,3.4986,10.6195,2.9543,10.6164,3.5149,10.6203,2.9352,10.6162,3.5334,10.6205,2.9197,10.6161,3.5507,10.6209,2.9057,10.6158,3.5667,10.6211,2.8998,10.6153,3.5919,10.6213,2.8776,10.6154,3.6129,10.6218,2.8645,10.6148,3.6346,10.6217,2.8423,10.6151,3.6572,10.622,2.8173,10.6145,3.6924,10.6224,2.7555,10.6134,3.7244,10.6223,2.7036,10.614,3.7645,10.6224,2.6321,10.6135,3.8504,10.623,2.0741,10.6117,,,,,,,,,,,,,,,,,,,,
3.4974,10.7272,3.0704,10.7241,3.4793,10.7275,2.9901,10.7243,3.5023,10.728,2.9553,10.7246,3.5228,10.7279,2.9328,10.7248,3.5439,10.7287,2.9125,10.7245,3.5649,10.7288,2.8958,10.7244,3.5816,10.7293,2.8804,10.7241,3.5939,10.7295,2.874,10.7237,3.6196,10.7297,2.8493,10.7237,3.6397,10.7302,2.8347,10.7231,3.662,10.7301,2.8089,10.7234,3.6854,10.7304,2.7783,10.7228,3.723,10.7308,2.699,10.7217,3.7596,10.7306,2.629,10.7223,3.801,10.7308,2.5264,10.7218,3.9002,10.6953,1.9991,10.6276,,,,,,,,,,,,,,,,,,,,
3.5071,10.8355,3.0637,10.8324,3.4954,10.8359,2.9713,10.8326,3.5302,10.8363,2.9344,10.8329,3.5583,10.8363,2.9105,10.8331,3.5844,10.837,2.8888,10.8329,3.6041,10.8372,2.8707,10.8328,3.6172,10.8377,2.854,10.8325,3.6248,10.8379,2.8462,10.832,3.6499,10.8381,2.818,10.832,3.6687,10.8386,2.8005,10.8315,3.6919,10.8385,2.7691,10.8317,3.7167,10.8388,2.73,10.8311,3.7586,10.8392,2.6226,10.83,3.8012,10.839,2.5181,10.8306,3.8427,10.8392,2.3501,10.8301,,,,,,,,,,,,,,,,,,,,,,,,
3.5187,10.9439,3.0564,10.9408,3.5188,10.9442,2.9518,10.9409,3.5686,10.9447,2.9128,10.9413,3.6024,10.9446,2.8873,10.9414,3.6291,10.9454,2.8641,10.9412,3.6456,10.9456,2.8443,10.9411,3.6546,10.946,2.8255,10.9408,3.6576,10.9463,2.8158,10.9403,3.682,10.9465,2.782,10.9403,3.6999,10.947,2.7596,10.9398,3.7243,10.9469,2.7198,10.94,3.7516,10.9472,2.6668,10.9394,3.8008,10.9476,2.5087,10.9383,3.8509,10.9474,2.3262,10.9389,3.8967,10.9476,1.9984,10.9319,,,,,,,,,,,,,,,,,,,,,,,,
3.5323,11.0522,3.0486,11.0491,3.5514,11.0526,2.9318,11.0493,3.6092,11.0531,2.8904,11.0496,3.6409,11.053,2.8632,11.0498,3.6657,11.0538,2.8381,11.0495,3.6829,11.0539,2.816,11.0494,3.6914,11.0544,2.794,11.0491,3.6911,11.0547,2.7818,11.0486,3.7157,11.0549,2.7391,11.0486,3.7334,11.0553,2.7086,11.0481,3.7601,11.0553,2.6549,11.0483,3.7908,11.0555,2.5744,11.0477,3.8517,11.056,2.3113,11.0466,3.9001,11.0385,1.9987,11.027,3.9001,10.9534,,,,,,,,,,,,,,,,,,,,,,,,,,
3.548,11.1606,3.0401,11.1574,3.5891,11.161,2.911,11.1576,3.6432,11.1614,2.8671,11.1579,3.6716,11.1614,2.8378,11.1581,3.6946,11.1622,2.8103,11.1579,3.7134,11.1623,2.7851,11.1578,3.7259,11.1628,2.7583,11.1574,3.725,11.163,2.7419,11.157,3.7517,11.1633,2.6854,11.1569,3.7703,11.1637,2.6399,11.1564,3.8,11.1636,2.5571,11.1567,3.8361,11.1639,2.4134,11.156,3.9002,11.142,1.9992,11.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5657,11.269,3.0309,11.2657,3.6241,11.2693,2.8894,11.2659,3.6715,11.2698,2.8426,11.2663,3.6979,11.2697,2.8107,11.2664,3.7204,11.2705,2.7799,11.2662,3.7408,11.2707,2.7502,11.2661,3.7582,11.2712,2.7163,11.2658,3.7594,11.2714,2.6927,11.2653,3.7909,11.2716,2.6093,11.2653,3.812,11.2721,2.5312,11.2647,3.847,11.272,2.3731,11.265,3.8936,11.2723,2.0496,11.2643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5852,11.3773,3.0206,11.3741,3.6536,11.3777,2.8669,11.3742,3.6968,11.3781,2.8166,11.3746,3.7225,11.3781,2.7814,11.3748,3.7461,11.3789,2.7459,11.3745,3.7684,11.3791,2.7092,11.3744,3.7893,11.3795,2.6628,11.3741,3.7946,11.3798,2.6253,11.3736,3.8345,11.38,2.4751,11.3736,3.8616,11.3805,2.3047,11.373,3.9001,11.3696,1.9997,11.3596,3.9002,11.2832,1.9982,11.2734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6063,11.4857,3.009,11.4824,3.6796,11.486,2.8432,11.4826,3.7205,11.4865,2.7888,11.4829,3.7474,11.4865,2.7487,11.4831,3.7729,11.4873,2.7061,11.4829,3.797,11.4874,2.6566,11.4827,3.8209,11.4879,2.5832,11.4824,3.8318,11.4882,2.5123,11.4819,3.8863,11.4884,2.131,11.4819,3.9001,11.4491,1.9978,11.4391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6286,11.594,2.9964,11.5907,3.7035,11.5944,2.818,11.5909,3.7445,11.5949,2.7581,11.5912,3.7733,11.5948,2.711,11.5914,3.8007,11.5957,2.6555,11.5912,3.8273,11.5958,2.5778,11.5911,3.8557,11.5963,2.4265,11.5907,3.8763,11.5966,2.2397,11.5902,3.9001,11.5133,1.9996,11.5036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6515,11.7024,2.9827,11.699,3.7262,11.7028,2.7909,11.6992,3.7696,11.7032,2.7234,11.6996,3.8003,11.7032,2.6641,11.6997,3.8303,11.704,2.5804,11.6995,3.8612,11.7042,2.4205,11.6994,3.8988,11.7047,1.9977,11.6926,3.9,11.6453,1.9999,11.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6748,11.8107,2.9676,11.8074,3.7495,11.8111,2.7612,11.8076,3.7957,11.8116,2.6817,11.8079,3.8286,11.8115,2.5969,11.8081,3.8629,11.8124,2.4314,11.8078,3.9001,11.8053,1.9997,11.7954,3.9001,11.7075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6983,11.9191,2.9513,11.9157,3.7738,11.9195,2.7276,11.9159,3.8228,11.92,2.6251,11.9162,3.8593,11.9199,2.4709,11.9164,3.9001,11.9157,1.9995,11.9057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.722,12.0274,2.934,12.024,3.7991,12.0278,2.6874,12.0242,3.8515,12.0283,2.531,12.0246,3.8952,12.0283,2.0532,12.0247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.7454,12.1358,2.915,12.1323,3.8254,12.1362,2.6331,12.1325,3.8838,12.1367,2.2711,12.1329,3.9,12.0413,1.9983,12.0309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.7671,12.2442,2.894,12.2407,3.853,12.2446,2.5408,12.2409,3.9001,12.1847,1.9984,12.1737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.7777,12.3525,2.8704,12.349,3.8839,12.3529,2.2759,12.3492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.7878,12.4609,2.8424,12.4573,3.9001,12.4031,1.9968,12.3914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8032,12.5692,2.8065,12.5656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8183,12.6776,2.7567,12.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8402,12.7859,2.6873,12.7823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8641,12.8943,2.5912,12.8906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8924,13.0027,2.4563,12.9989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.9001,13.0276,2.2223,13.1073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.9989,13.1575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
